@relation 'processed-weka.filters.unsupervised.attribute.Remove-R1-28,56-61-weka.filters.unsupervised.attribute.Remove-R17,20-25-weka.filters.unsupervised.attribute.Remove-R3-6,14'

@attribute stress_level_bin {Low,Moderate,High}
@attribute 'daily_screen_time_hours (Normalized)' numeric
@attribute 'social_media_hours (Normalized)' numeric
@attribute 'work_related_hours (Normalized)' numeric
@attribute 'entertainment_hours (Normalized)' numeric
@attribute 'gaming_hours (Normalized)' numeric
@attribute 'sleep_duration_hours (Normalized)' numeric
@attribute 'sleep_quality (Normalized)' numeric
@attribute 'mood_rating (Normalized)' numeric
@attribute 'physical_activity_hours_per_week (Normalized)' numeric
@attribute 'mental_health_score (Normalized)' numeric
@attribute 'weekly_anxiety_score (Normalized)' numeric
@attribute 'mindfulness_minutes_per_day (Normalized)' numeric
@attribute 'uses_wellness_apps (Encoded)' numeric
@attribute 'eats_healthy (Encoded)' numeric

@data
Moderate,0.811111,0.785714,0.842105,0.666667,0.315789,0.416667,0.5,0.3,0.305085,0.478261,0.47619,0.327027,0,1
Moderate,0.011111,0.785714,0.763158,0.410256,0.289474,0.75,0.75,0.566667,0.076271,0.478261,0.285714,0.591892,0,0
High,0.455556,1,0.894737,0.461538,0.052632,0.555556,0.75,0.233333,0.084746,0.42029,0.571429,0.359459,0,1
Moderate,0.344444,0.833333,0.789474,0.282051,0.342105,0.305556,0.75,0.044444,0.033898,0.434783,0.380952,0.127027,0,1
High,0.688889,0.857143,0.894737,0.384615,0.394737,0.555556,0.75,0.166667,0.09322,0.492754,0.809524,0.308108,0,0
Low,0.355556,0.47619,0.710526,0.589744,0.684211,0.5,0.75,0.644444,0.466102,0.521739,0.285714,0.410811,0,1
High,0.522222,1,0.842105,0.435897,0.236842,0.638889,0.5,0.133333,0.338983,0.333333,0.380952,0.475676,1,1
High,0.377778,0.928571,0.868421,0.384615,0.315789,0.305556,0.75,0.311111,0,0.449275,0.714286,0.502703,1,0
High,0.533333,1,0.921053,0.461538,0.263158,0.777778,0.75,0,0.110169,0.217391,0.571429,0.145946,1,0
Low,0.388889,0.261905,0.421053,0.74359,0.473684,0.472222,1,0.9,0.322034,0.768116,0.142857,0.362162,0,1
Moderate,0.466667,0.690476,0.763158,0.564103,0.394737,0.611111,0.75,0.544444,0.127119,0.57971,0.380952,0.213514,0,0
High,0.733333,0.904762,0.815789,0.333333,0.078947,0.361111,0.5,0.222222,0,0.318841,0.285714,0.47027,0,0
Low,0.244444,0.47619,0.631579,0.794872,0.526316,0.527778,1,0.633333,0.79661,0.811594,0.333333,0.478378,1,1
Low,0.122222,0.190476,0.131579,0.846154,0.789474,0.75,0.75,0.933333,0.330508,0.710145,0.095238,0.413514,1,1
High,0.755556,0.952381,0.815789,0.615385,0.394737,0.416667,0.5,0.077778,0.279661,0.391304,0.571429,0.17027,0,1
High,0.588889,1,0.973684,0.179487,0.289474,0.5,0.75,0,0.101695,0.15942,0.904762,0.108108,0,1
Moderate,0.411111,0.809524,0.815789,0.435897,0.526316,0.694444,0.75,0.344444,0.050847,0.492754,0.619048,0.586486,0,1
Low,0.388889,0.52381,0.578947,0.615385,0.5,0.583333,0.5,0.733333,0.474576,0.608696,0.142857,0.77027,1,0
High,0.566667,1,0.921053,0.153846,0.157895,0.583333,0.75,0,0.042373,0.173913,0.571429,0.132432,1,1
High,0.333333,1,0.842105,0.205128,0.368421,0.5,1,0.111111,0.194915,0.246377,0.428571,0.308108,0,0
High,0.522222,0.809524,0.842105,0.358974,0.289474,0.611111,0.75,0.322222,0,0.362319,0.285714,0.183784,0,1
Moderate,0.455556,0.809524,0.815789,0.435897,0.184211,0.583333,0.75,0.333333,0.067797,0.405797,0.571429,0.364865,0,0
High,0.455556,1,0.868421,0.282051,0.263158,0.583333,0.75,0,0.059322,0.275362,0.809524,0.281081,1,0
High,0.477778,1,0.736842,0.564103,0.236842,0.583333,0.75,0,0.042373,0.275362,0.52381,0.081081,0,1
Moderate,0.377778,0.880952,0.842105,0.435897,0.473684,0.722222,1,0.277778,0.084746,0.391304,0.333333,0.362162,1,1
Low,0.333333,0.357143,0.473684,0.692308,0.710526,0.638889,1,0.755556,0.474576,0.855072,0.047619,0.462162,1,1
Low,0.422222,0.452381,0.657895,0.461538,0.473684,0.388889,0.75,0.511111,0.347458,0.623188,0.238095,0.691892,1,0
Moderate,0.377778,0.785714,0.921053,0.435897,0.315789,0.5,0.75,0.155556,0.016949,0.492754,0.47619,0.527027,1,0
High,0.4,0.904762,0.789474,0.410256,0.210526,0.583333,0.75,0.244444,0.533898,0.449275,0.428571,0.140541,1,1
Low,0.566667,0.428571,0.552632,0.435897,0.684211,0.555556,0.75,0.422222,0.381356,0.84058,0.238095,0.708108,1,0
Moderate,0.622222,0.809524,0.842105,0.384615,0.263158,0.305556,0.75,0.322222,0.118644,0.507246,0.285714,0.424324,0,0
Moderate,0.477778,0.595238,0.684211,0.615385,0.368421,0.388889,0.75,0.655556,0.245763,0.681159,0.238095,0.756757,0,0
Low,0.166667,0.095238,0.236842,0.564103,0.605263,0.777778,0.75,0.922222,0.389831,0.826087,0.190476,0.518919,1,0
High,0.3,0.97619,0.894737,0.282051,0.342105,0.861111,0.5,0.033333,0,0.333333,0.714286,0.218919,0,1
High,0.788889,1,0.894737,0.025641,0.315789,0.222222,0.5,0,0.025424,0.246377,0.714286,0.145946,0,0
Moderate,0.422222,0.928571,0.815789,0.128205,0.236842,0.583333,0.75,0.244444,0.262712,0.463768,0.380952,0.494595,1,1
High,0.588889,1,0.842105,0.461538,0.210526,0.527778,0.75,0.144444,0.067797,0.333333,0.666667,0.181081,0,0
Moderate,0.722222,0.785714,0.842105,0.487179,0.526316,0.583333,0.5,0.266667,0.567797,0.478261,0.52381,0.2,0,0
Low,0.011111,0.428571,0.657895,0.717949,0.684211,0.75,0.75,0.566667,0.762712,0.782609,0.333333,0.727027,1,1
High,0.622222,0.952381,0.894737,0.333333,0.289474,0.611111,0.75,0.033333,0.127119,0.231884,0.809524,0.097297,0,1
Moderate,0.644444,0.738095,0.815789,0.333333,0.421053,0.166667,0.75,0.533333,0.211864,0.492754,0.380952,0.172973,0,0
Moderate,0.311111,0.857143,0.710526,0.333333,0.263158,0.583333,0.75,0.377778,0.889831,0.608696,0.333333,0.305405,0,0
High,0.633333,1,0.815789,0.384615,0.289474,0.361111,0.75,0.1,0.059322,0.434783,0.52381,0.27027,1,0
Moderate,0.444444,0.714286,0.763158,0.435897,0.5,0.416667,0.75,0.377778,0.237288,0.434783,0.380952,0.583784,1,0
High,0.477778,1,0.894737,0.358974,0.289474,0.361111,0.75,0,0,0.130435,0.761905,0.045946,0,0
Moderate,0.6,0.690476,0.868421,0.564103,0.263158,0.527778,0.5,0.566667,0.40678,0.550725,0.571429,0.197297,1,0
Moderate,0.544444,0.761905,0.710526,0.410256,0.315789,0.583333,0.75,0.511111,0.288136,0.449275,0.52381,0.654054,1,1
Low,0.244444,0.166667,0.131579,0.615385,0.736842,0.694444,1,0.711111,0.491525,0.797101,0.142857,0.82973,1,1
Low,0.344444,0.119048,0.105263,0.717949,0.789474,0.527778,0.75,0.9,0.313559,0.782609,0,0.559459,1,1
Low,0.233333,0.309524,0.394737,0.538462,0.789474,0.805556,1,0.6,0.322034,0.710145,0,0.735135,1,1
Low,0.311111,0.380952,0.447368,0.564103,0.552632,0.472222,0.75,0.855556,0.423729,0.623188,0.380952,0.327027,0,1
Low,0.333333,0.166667,0.184211,0.74359,0.763158,0.388889,0.75,0.9,0.525424,0.724638,0.095238,0.308108,1,1
Low,0.222222,0.071429,0.157895,0.564103,0.605263,0.638889,0.75,0.811111,0.59322,0.84058,0,0.537838,0,1
High,0.411111,0.97619,0.868421,0.384615,0.157895,0.472222,0.5,0.022222,0.220339,0.42029,0.571429,0.437838,0,0
Moderate,0.577778,0.714286,0.921053,0.230769,0.394737,0.583333,0.75,0.588889,0.29661,0.507246,0.285714,0.259459,0,1
Moderate,0.711111,0.785714,0.842105,0.358974,0.184211,0.361111,0.5,0.244444,0.101695,0.478261,0.190476,0.164865,0,0
Moderate,0.288889,0.547619,0.605263,0.589744,0.447368,0.527778,0.75,0.455556,0.228814,0.478261,0.285714,0.505405,0,1
Low,0.155556,0.119048,0.184211,0.74359,0.684211,0.555556,1,0.666667,0.576271,0.884058,0.095238,0.97027,1,1
High,0.422222,0.904762,0.868421,0.487179,0.210526,0.444444,0.75,0.188889,0.025424,0.434783,0.619048,0.191892,0,0
Low,0.244444,0.285714,0.394737,0.564103,0.710526,0.611111,1,0.766667,0.313559,0.637681,0.190476,0.597297,1,1
Low,0.122222,0.142857,0.157895,0.615385,0.684211,0.694444,1,0.633333,0.542373,0.811594,0,0.802703,0,1
High,0.5,0.857143,0.868421,0.205128,0.236842,0.444444,1,0.322222,0.067797,0.391304,0.571429,0.232432,0,1
High,0.533333,0.880952,0.842105,0.487179,0.184211,0.361111,0.5,0.144444,0,0.391304,0.285714,0.181081,0,0
Low,0.188889,0.333333,0.5,0.717949,0.868421,0.694444,1,0.666667,0.305085,0.84058,0.142857,0.683784,1,1
High,0.566667,1,0.868421,0.282051,0.236842,0.555556,0.5,0,0,0.101449,0.666667,0.121622,1,0
Low,0.188889,0.5,0.605263,0.666667,0.473684,0.722222,0.75,0.888889,0.194915,0.608696,0.142857,0.786486,1,0
Low,0.422222,0.52381,0.526316,0.564103,0.578947,0.416667,0.75,0.688889,0.474576,0.652174,0.285714,0.283784,1,0
High,0.722222,1,0.789474,0.076923,0.315789,0.361111,0.5,0,0,0.15942,0.52381,0.102703,0,0
High,0.888889,1,0.789474,0.230769,0.184211,0.527778,0.75,0,0,0.173913,0.428571,0.008108,0,1
High,0.622222,0.952381,0.868421,0.538462,0,0.611111,0.75,0.166667,0.186441,0.405797,0.47619,0.164865,0,0
Moderate,0.544444,0.809524,0.789474,0.435897,0.368421,0.472222,0.75,0.322222,0.567797,0.507246,0.428571,0.313514,0,1
Moderate,0.311111,0.809524,0.763158,0.410256,0.236842,0.444444,0.75,0.366667,0.033898,0.507246,0.428571,0.286486,0,0
Moderate,0.433333,0.833333,0.815789,0.358974,0.368421,0.472222,1,0.477778,0.211864,0.565217,0.428571,0.267568,0,0
Low,0.288889,0.190476,0.157895,0.794872,0.710526,0.472222,0.75,0.966667,0.313559,0.695652,0,0.27027,0,1
High,0.466667,1,0.815789,0.307692,0.315789,0.666667,0.75,0.144444,0.059322,0.362319,0.571429,0.275676,0,0
Low,0.511111,0.142857,0.157895,0.564103,0.684211,0.638889,0.75,1,0.542373,0.753623,0.190476,0.916216,1,1
Moderate,0.544444,0.571429,0.789474,0.512821,0.526316,0.527778,0.5,0.433333,0.177966,0.492754,0.333333,0.332432,1,0
Moderate,0.588889,0.761905,0.763158,0.461538,0.184211,0.416667,0.5,0.266667,0.152542,0.376812,0.52381,0.254054,0,0
High,0.4,0.928571,0.868421,0.538462,0.210526,0.444444,0.75,0.133333,0,0.231884,0.52381,0.310811,1,1
Moderate,0.3,0.619048,0.710526,0.230769,0.236842,0.5,0.75,0.544444,0.694915,0.681159,0.333333,0.554054,1,1
Moderate,0.422222,0.738095,0.842105,0.435897,0.289474,0.416667,0.5,0.488889,0.245763,0.391304,0.47619,0.635135,0,1
High,0.955556,1,0.789474,0.25641,0.184211,0.416667,0.5,0,0.084746,0.246377,0.428571,0.086486,1,1
Moderate,0.244444,0.595238,0.605263,0.512821,0.5,0.722222,1,0.555556,0.59322,0.652174,0.333333,0.356757,1,0
Low,0.544444,0.166667,0.157895,0.692308,0.5,0.611111,0.75,0.788889,0.415254,0.855072,0.095238,0.683784,0,1
High,0.422222,1,0.789474,0.512821,0.315789,0.444444,0.75,0.222222,0.127119,0.449275,0.47619,0.191892,0,1
Low,0.366667,0.142857,0.263158,0.564103,0.868421,0.472222,0.75,0.811111,0.381356,0.695652,0.190476,0.405405,1,0
Moderate,0.544444,0.761905,0.736842,0.461538,0.394737,0.444444,0.75,0.355556,0.533898,0.565217,0.571429,0.278378,1,0
Moderate,0.477778,0.809524,0.736842,0.384615,0.184211,0.666667,0.75,0.688889,0.042373,0.318841,0.47619,0.205405,0,1
High,0.644444,1,0.868421,0.384615,0.342105,0.305556,0.75,0,0.067797,0.275362,0.809524,0.075676,1,0
Moderate,0.344444,0.619048,0.657895,0.307692,0.473684,0.583333,1,0.4,0.652542,0.608696,0.47619,0.551351,0,1
High,1,1,0.763158,0.358974,0.263158,0.25,0.5,0.022222,0.194915,0.391304,0.714286,0.294595,0,1
Moderate,0.855556,0.547619,0.657895,0.487179,0.605263,0.388889,0.5,0.466667,0.330508,0.492754,0.380952,0.748649,1,1
Low,0.377778,0.547619,0.552632,0.564103,0.578947,0.666667,0.75,0.622222,0.254237,0.594203,0.142857,0.408108,1,1
Moderate,0.544444,0.595238,0.684211,0.461538,0.526316,0.472222,0.75,0.433333,0.381356,0.666667,0.142857,0.662162,0,1
Moderate,0.3,0.547619,0.684211,0.358974,0.394737,0.5,1,0.633333,0.220339,0.565217,0.142857,0.202703,1,1
Low,0.033333,0.166667,0.105263,0.641026,0.736842,0.777778,0.75,1,0.355932,0.73913,0,0.621622,0,1
Moderate,0.222222,0.785714,0.868421,0.179487,0.289474,0.638889,0.75,0.377778,0,0.478261,0.285714,0.162162,0,0
High,0.6,0.97619,0.842105,0.307692,0.289474,0.555556,0.75,0.088889,0.110169,0.304348,0.47619,0.110811,0,1
High,0.555556,0.97619,0.842105,0.435897,0.315789,0.555556,0.75,0.188889,0.271186,0.362319,0.571429,0.121622,0,1
High,0.411111,1,0.842105,0.333333,0.184211,0.388889,0.75,0,0,0.347826,0.619048,0.172973,0,0
Moderate,0.266667,0.666667,0.763158,0.25641,0.368421,0.777778,0.75,0.533333,0.135593,0.507246,0.428571,0.364865,0,0
High,0.6,0.904762,0.842105,0.512821,0.5,0.472222,0.5,0.044444,0.101695,0.318841,0.47619,0.216216,1,0
High,0.755556,1,0.894737,0.25641,0.394737,0.583333,0.75,0,0,0.26087,0.809524,0.059459,1,1
High,0.6,1,0.921053,0.333333,0.342105,0.444444,0.75,0,0,0.275362,0.52381,0.294595,0,0
Moderate,0.433333,0.785714,0.815789,0.307692,0.394737,0.638889,1,0.444444,0,0.318841,0.52381,0.221622,0,0
Low,0.2,0.047619,0.289474,0.589744,0.815789,0.75,0.75,1,0.237288,0.637681,0.142857,0.821622,0,0
Moderate,0.288889,0.571429,0.657895,0.487179,0.394737,0.722222,0.75,0.522222,0.550847,0.666667,0.47619,0.7,1,1
Low,0.3,0.404762,0.578947,0.615385,0.631579,0.611111,0.75,0.566667,0.211864,0.492754,0.238095,0.413514,1,1
Low,0.377778,0.142857,0.184211,0.615385,0.605263,0.527778,0.75,0.988889,0.398305,0.724638,0.047619,0.762162,0,1
High,0.488889,1,0.815789,0.051282,0.236842,0.333333,0.75,0,0.059322,0.362319,0.904762,0.205405,1,0
High,0.344444,0.928571,0.842105,0.461538,0.236842,0.416667,1,0.177778,0.186441,0.463768,0.428571,0.237838,0,0
Moderate,0.388889,0.809524,0.921053,0.615385,0.473684,0.722222,1,0.333333,0.110169,0.405797,0.285714,0.332432,0,0
Low,0.322222,0.071429,0.236842,0.564103,0.868421,0.472222,0.75,0.8,0.211864,0.710145,0,0.256757,0,0
Low,0.1,0.119048,0.105263,0.666667,0.736842,0.777778,1,0.788889,0.516949,0.652174,0.095238,0.402703,1,0
Low,0.322222,0.333333,0.368421,0.641026,0.578947,0.722222,0.75,0.8,0.355932,0.681159,0.142857,0.586486,1,1
High,0.677778,1,0.763158,0.205128,0.236842,0.555556,0.75,0.066667,0,0.376812,1,0.064865,0,0
High,0.755556,1,0.868421,0.358974,0.421053,0.5,0.5,0.011111,0,0.26087,0.619048,0.07027,1,0
High,0.744444,0.952381,0.815789,0.307692,0.263158,0.305556,0.75,0,0.076271,0.347826,0.761905,0.189189,0,0
High,0.422222,1,0.842105,0.487179,0.342105,0.361111,0.75,0.111111,0.144068,0.333333,0.619048,0.237838,1,0
Low,0.3,0.380952,0.421053,0.641026,0.684211,0.5,1,0.766667,0.525424,0.855072,0.095238,0.591892,0,0
High,0.744444,0.97619,0.815789,0.461538,0.5,0.666667,0.5,0.133333,0,0.231884,0.809524,0.1,1,1
High,0.733333,1,0.842105,0.230769,0.236842,0.638889,0.75,0,0,0.231884,1,0.127027,1,1
Moderate,0.144444,0.666667,0.763158,0.358974,0.394737,0.638889,0.75,0.344444,0.245763,0.57971,0.52381,0.213514,0,0
Moderate,0.177778,0.547619,0.763158,0.384615,0.342105,0.805556,0.75,0.822222,0.135593,0.391304,0.285714,0.418919,0,0
Moderate,0.366667,0.785714,0.684211,0.358974,0.289474,0.444444,0.75,0.433333,0.09322,0.492754,0.333333,0.543243,0,0
Low,0.188889,0.095238,0.131579,0.871795,0.736842,0.583333,1,0.822222,0.491525,0.782609,0.047619,0.627027,1,1
High,0.633333,1,0.789474,0.538462,0.342105,0.694444,0.5,0.033333,0.016949,0.304348,0.809524,0.432432,0,0
High,0.544444,0.952381,0.868421,0.410256,0.157895,0.805556,0.75,0.133333,0.254237,0.434783,0.47619,0.245946,0,1
Low,0.222222,0.166667,0.131579,0.74359,0.763158,0.722222,1,1,0.440678,0.898551,0.142857,0.372973,1,0
High,0.655556,0.952381,0.894737,0.487179,0.184211,0.25,0.5,0.188889,0.127119,0.362319,0.380952,0.454054,0,0
High,0.566667,0.880952,0.894737,0.205128,0.236842,0.694444,0.75,0.122222,0.194915,0.507246,0.47619,0.162162,0,1
Low,0.266667,0.47619,0.552632,0.487179,0.578947,0.555556,0.75,0.677778,0.525424,0.652174,0.238095,0.551351,0,1
High,0.733333,0.833333,0.842105,0.282051,0.105263,0.555556,0.75,0.177778,0,0.275362,0.714286,0.262162,0,0
Low,0,0.071429,0.210526,0.666667,0.657895,0.694444,0.75,0.888889,0.567797,0.855072,0.095238,0.959459,0,1
Low,0.166667,0.166667,0.131579,0.794872,0.736842,0.777778,1,0.8,0.491525,0.797101,0.238095,0.940541,1,1
Low,0.188889,0.309524,0.421053,0.692308,0.631579,0.638889,0.75,0.811111,0.694915,0.724638,0.142857,0.675676,0,1
Low,0.266667,0.309524,0.394737,0.641026,0.631579,0.972222,0.75,0.777778,0.364407,0.594203,0.190476,0.824324,1,1
High,0.633333,1,0.842105,0.333333,0.368421,0.611111,0.5,0.111111,0.194915,0.507246,0.761905,0.140541,0,0
Moderate,0.522222,0.5,0.736842,0.25641,0.342105,0.333333,0.75,0.4,0.635593,0.652174,0.285714,0.443243,1,1
Moderate,0.488889,0.714286,0.789474,0.435897,0.263158,0.305556,0.75,0.544444,0.254237,0.565217,0.428571,0.656757,0,1
Low,0.477778,0.452381,0.631579,0.538462,0.447368,0.305556,0.5,0.655556,0.262712,0.536232,0.095238,0.435135,1,0
High,0.411111,0.952381,0.815789,0.435897,0.368421,0.638889,0.75,0.344444,0.161017,0.434783,0.619048,0.356757,1,0
High,0.511111,1,0.815789,0.410256,0.236842,0.666667,0.75,0.211111,0.211864,0.492754,0.52381,0.151351,0,0
Low,0,0.095238,0.131579,0.692308,0.815789,0.333333,1,0.822222,0.618644,0.811594,0.285714,0.675676,1,0
High,0.422222,1,0.921053,0.179487,0.368421,0.722222,0.75,0,0,0.231884,0.619048,0.116216,0,1
High,0.644444,0.857143,0.894737,0.435897,0.368421,0.527778,0.5,0.244444,0.042373,0.478261,0.333333,0.105405,1,0
Low,0.255556,0.52381,0.605263,0.512821,0.473684,0.833333,1,0.8,0.161017,0.478261,0.238095,0.656757,1,1
Low,0.288889,0.47619,0.631579,0.666667,0.473684,0.444444,1,0.533333,0.423729,0.623188,0.142857,0.318919,1,1
Moderate,0.433333,0.761905,0.763158,0.333333,0.657895,0.583333,0.75,0.522222,0.686441,0.637681,0.142857,0.464865,1,0
High,0.544444,1,0.868421,0.538462,0.421053,0.555556,0.75,0,0,0.26087,0.714286,0.232432,1,0
High,0.788889,0.952381,0.736842,0.487179,0.447368,0.333333,0.75,0,0.144068,0.405797,0.47619,0.332432,0,0
High,0.4,0.904762,0.763158,0.282051,0.105263,0.388889,1,0.144444,0.050847,0.42029,0.428571,0.291892,1,1
High,0.6,0.928571,0.868421,0.666667,0.263158,0.638889,0.75,0.077778,0.169492,0.376812,0.714286,0.437838,0,0
High,0.644444,1,0.868421,0.410256,0.394737,0.527778,0.75,0,0,0.304348,0.47619,0.108108,1,1
Moderate,0.133333,0.833333,0.868421,0.153846,0.421053,0.694444,1,0.444444,0.186441,0.449275,0.428571,0.291892,0,0
High,0.9,1,0.842105,0.205128,0.394737,0.583333,0.5,0.077778,0,0.26087,0.809524,0.118919,0,0
Low,0.455556,0.357143,0.368421,0.435897,0.710526,0.555556,1,0.955556,0.228814,0.652174,0.190476,0.832432,1,1
Moderate,0.488889,0.619048,0.710526,0.307692,0.5,0.583333,0.5,0.511111,0.415254,0.594203,0.285714,0.594595,1,0
Low,0.233333,0.428571,0.657895,0.461538,0.605263,0.666667,0.75,0.822222,0.457627,0.768116,0.380952,0.594595,1,1
Moderate,0.333333,0.571429,0.710526,0.487179,0.552632,0.638889,0.75,0.655556,0.533898,0.608696,0.190476,0.581081,1,1
Moderate,0.622222,0.833333,0.710526,0.384615,0.289474,0.305556,1,0.255556,0.228814,0.57971,0.333333,0.478378,0,0
High,0.533333,1,0.789474,0.487179,0.421053,0.527778,0.75,0.1,0.161017,0.304348,0.666667,0.294595,0,1
Low,0.111111,0.119048,0.105263,0.794872,0.815789,0.805556,0.75,1,0.364407,0.695652,0,0.594595,1,0
High,0.5,0.97619,0.763158,0.25641,0.263158,0.527778,0.5,0.088889,0.194915,0.333333,0.619048,0.140541,0,0
High,0.477778,1,0.842105,0.384615,0.289474,0.472222,0.75,0,0,0.275362,0.904762,0.327027,0,1
High,0.666667,1,0.894737,0.410256,0.263158,0.611111,0.75,0,0.177966,0.405797,0.571429,0.262162,0,0
High,0.288889,0.97619,0.789474,0.230769,0.184211,0.583333,0.75,0.177778,0,0.376812,0.52381,0.145946,0,0
Low,0.288889,0.357143,0.473684,0.820513,0.684211,0.5,0.75,0.822222,0.288136,0.782609,0.190476,0.837838,1,1
Moderate,0.133333,0.738095,0.789474,0.435897,0.552632,0.527778,1,0.455556,0.728814,0.710145,0.47619,0.52973,0,1
High,0.722222,1,0.842105,0.205128,0.236842,0.444444,0.75,0,0,0.391304,1,0.164865,0,0
Low,0.555556,0.095238,0.157895,0.641026,0.815789,0.416667,0.5,0.7,0.423729,0.797101,0.142857,0.564865,0,1
High,0.777778,1,0.842105,0.435897,0.421053,0.583333,0.75,0.011111,0.29661,0.333333,0.904762,0.12973,1,1
Moderate,0.622222,0.619048,0.789474,0.282051,0.421053,0.388889,1,0.411111,0.127119,0.623188,0.380952,0.394595,1,0
Low,0.333333,0.02381,0.263158,0.948718,0.657895,0.611111,0.75,0.888889,0.550847,0.797101,0.047619,0.686486,1,0
Moderate,0.411111,0.880952,0.921053,0.128205,0.342105,0.611111,0.75,0.477778,0.177966,0.492754,0.52381,0.281081,0,1
High,0.677778,1,0.736842,0.128205,0.184211,0.555556,0.5,0,0,0.217391,0.904762,0.116216,1,1
High,0.677778,1,0.842105,0.205128,0.184211,0.694444,0.75,0,0,0.231884,0.857143,0.094595,0,1
High,0.477778,1,0.815789,0.512821,0.342105,0.361111,0.75,0.111111,0,0.289855,0.428571,0.421622,0,0
High,0.633333,1,0.894737,0.153846,0.342105,0.583333,0.75,0,0,0.202899,0.809524,0.12973,0,0
Moderate,0.277778,0.619048,0.763158,0.358974,0.315789,0.694444,0.75,0.533333,0.347458,0.536232,0.333333,0.605405,1,0
High,0.788889,0.97619,0.894737,0.435897,0.105263,0.305556,0.5,0.344444,0.152542,0.347826,0.619048,0.216216,1,0
High,1,1,0.868421,0.205128,0.447368,0.388889,0.75,0,0.245763,0.275362,0.47619,0.302703,0,1
Low,0.244444,0.261905,0.368421,0.717949,0.657895,0.555556,0.75,0.755556,0.372881,0.695652,0.142857,0.440541,0,0
Low,0.3,0.357143,0.5,0.461538,0.605263,0.805556,1,0.766667,0.245763,0.666667,0.047619,0.418919,0,0
Moderate,0.266667,0.714286,0.736842,0.282051,0.315789,0.527778,1,0.566667,0,0.405797,0.428571,0.156757,0,0
High,0.588889,0.857143,0.763158,0.358974,0.342105,0.472222,0.75,0.211111,0.161017,0.478261,0.380952,0.283784,0,1
Moderate,0.544444,0.761905,0.684211,0.358974,0.394737,0.444444,0.5,0.522222,0.262712,0.521739,0.52381,0.543243,0,1
High,0.577778,1,0.842105,0.307692,0.289474,0.388889,0.75,0,0,0.275362,1,0.110811,0,1
Moderate,0.433333,0.714286,0.815789,0.641026,0.157895,0.333333,0.75,0.477778,0.228814,0.463768,0.333333,0.321622,0,1
Low,0.511111,0.357143,0.368421,0.641026,0.815789,0.416667,0.75,0.988889,0.466102,0.710145,0.333333,0.348649,1,1
Moderate,0.344444,0.833333,0.842105,0.358974,0.447368,0.583333,0.75,0.211111,0.101695,0.478261,0.428571,0.159459,1,0
Moderate,0.266667,0.595238,0.657895,0.384615,0.473684,0.638889,0.75,0.466667,0.330508,0.594203,0.238095,0.686486,0,0
Low,0.177778,0.071429,0.131579,0.717949,0.815789,0.75,1,0.944444,0.372881,0.782609,0.047619,0.672973,1,0
Low,0.333333,0.142857,0.078947,0.487179,0.921053,0.75,0.75,1,0.389831,0.84058,0,0.905405,1,0
High,0.666667,0.952381,0.868421,0.25641,0.236842,0.555556,0.75,0.244444,0.110169,0.304348,0.380952,0.091892,0,0
Low,0.444444,0.404762,0.578947,0.25641,0.526316,0.666667,1,0.7,0.372881,0.492754,0.190476,0.194595,0,1
Low,0.411111,0.071429,0.157895,0.564103,0.710526,0.638889,0.75,0.833333,0.474576,0.710145,0,0.672973,1,1
Low,0.111111,0.190476,0.157895,0.846154,0.578947,0.5,1,0.822222,0.330508,0.608696,0,0.62973,1,1
Moderate,0.366667,0.666667,0.763158,0.307692,0.263158,0.638889,0.5,0.422222,0.635593,0.565217,0.333333,0.316216,1,1
Moderate,0.177778,0.571429,0.710526,0.282051,0.5,0.638889,0.75,0.622222,0.067797,0.492754,0.238095,0.391892,0,1
Low,0.655556,0.119048,0.184211,0.692308,0.736842,0.416667,0.5,0.644444,0.423729,0.913043,0,0.262162,1,0
High,0.5,1,0.921053,0.333333,0.5,0.527778,0.75,0.044444,0,0.246377,0.714286,0.208108,1,1
Moderate,0.366667,0.52381,0.657895,0.487179,0.5,0.638889,0.75,0.766667,0.601695,0.492754,0.333333,0.408108,1,1
Moderate,0.544444,0.571429,0.657895,0.487179,0.657895,0.5,1,0.633333,0.432203,0.57971,0.142857,0.597297,1,0
Moderate,0.4,0.547619,0.815789,0.564103,0.263158,0.694444,0.75,0.4,0.338983,0.666667,0.380952,0.718919,1,1
Low,0.355556,0.571429,0.605263,0.512821,0.473684,0.638889,1,0.533333,0.288136,0.710145,0.238095,0.194595,1,1
Moderate,0.511111,0.690476,0.789474,0.25641,0.394737,0.638889,0.5,0.488889,0.288136,0.521739,0.333333,0.535135,1,1
High,0.533333,0.857143,0.789474,0.487179,0.394737,0.694444,0.5,0.344444,0.279661,0.405797,0.380952,0.462162,1,1
High,0.388889,1,0.789474,0.333333,0.236842,0.5,1,0.044444,0.033898,0.376812,0.761905,0.305405,0,0
Low,0.322222,0.309524,0.394737,0.538462,0.710526,0.527778,1,0.722222,0.567797,0.884058,0.142857,0.862162,0,1
Low,0.033333,0.142857,0.131579,0.487179,0.842105,0.833333,1,0.877778,0.364407,0.594203,0.047619,0.375676,0,0
